name,score,time,comment
别的熊,4,2019-07-31 22:29:04,哭了几次其实我是带着偏见来看的那一类观众因为听说自刎剔骨都没有了我相信有很多人并不会明白哪吒对某一类小孩的象征意义原来世上还有这样一条路了解我家庭的弟弟悲哀地对我说但这并不是什么好榜样啊连他也不懂哪吒对我的精神鼓舞可开头李靖和夫人护崽那幕一出来我就哭了不知道有多少和我一样一而再再而三被最亲近的人视作异类怪物不知道他们又是不是都憧憬过这样的父母我能接受所谓父慈子孝因为我一直觉得世上有一个被爱的小孩也是好的我也明白为什么要动我们的哪吒呢为什么不干脆原创因为小时候的意象也给我过力量千言万语总之新的哪吒有新的命运如果我曾是哪吒我们也曾是哪吒希望长大了拥有了自身力量的我们也去创造更好的命运吧
樂啊樂,5,2019-07-26 16:54:01,他是我儿看完电影想起李靖夫妇就想哭这几年爆款动画电影最佳整体非常流畅想象力丰富动作戏流畅虽然也有些烂俗的笑点但是还是有很多创新的地方人物塑造鲜明很好的把控了各个人物看完了仍记忆犹新矛盾点也控制的很好社会舆论的导向影响个人命运论家族与责任主题虽然多元但是点到了感情线写的很好人物的感情能够打动观众多亏了这扎实的剧本后半段哭成泪人结尾收的太快太草率45彩蛋设置的很调皮期待姜子牙
罗夏,3,2019-07-26 21:43:41,下映前暂不评价希望都去看
林西拿,4,2019-08-02 16:50:47,其實是兩個小孩為長輩贖罪的故事哪吒困境的本質是被誤解這開始於太乙真人的疏忽又因父母無瑕陪伴哪吒被強化為缺愛的怪獸後來父母用善意的謊言擅自作主延緩危機的到來但哪吒始終需要獨自面對百姓的敵意敖丙則生來就被當作機器來培養目的在於提升父輩的階級完成師傅的權力翻轉他變得如同修道士般禁慾甚至還說出了懺悔吧這樣基督教意味的台詞很奇怪哪吒得知真相後瞬間就通曉了大道理譬如命運和自我之類拯救了全部人之餘也寬恕了父母背後道理類似中國家庭的哲學只要子女成了功什麼都好說所有怨恨都可以一筆勾銷
JoeyLu陆柏宇,5,2019-07-27 00:30:54,全程核能的丧味儿又硬核的哪吒不仅毁了我的童年又颠覆了我的童年真他妈的香
草原上的马,5,2019-07-29 18:57:04,哪吒实际参与制作人员超过1600人全片有5000多个镜头用了全国20多个特效团队主创团队设计了100多版哪吒的形象哪吒配音演员失声了一个月角色仅面部就有近一千个细节点不谈电影本身我只为这些数据打五星
战国客,5,2019-07-31 00:01:32,配音出戏之外一切棒棒的是真的高质量
山水烟花,5,2019-07-13 11:10:58,相信我忍住哪吒的样子你绝对会一路真香这是我第一次觉得国漫的故事真的有好好在讲无论是李靖夫妇传统意义上的严父慈母哪吒敖丙关于大义私欲之间的生死选择亦或是主题天命由我不由天我主我心都诠释的淋漓尽致细节扎实信息量丰富人物生动情绪到位甚至还有不少俏皮话和彩蛋这一次不削骨还父削肉还母的小魔童爱了爱了
韧勉,4,2019-08-01 22:57:08,老家新开的电影院三十块钱包3D就是那种邪典动画巫毒娃娃的感觉最后非常政治正确人定胜天命运要靠自我奋斗三观太正
Bn,4,2019-08-02 12:25:20,整体故事的完成度比较高包括配角塑造也比较立体讲的是偏见但却用偏见的角度把结巴娘炮做成几个主笑点三番五次的出现让人有点不舒适之外作品的态度还是紧跟时代升华了一下
书剑两无成荒堂,4,2019-07-30 23:39:57,无疑是很不错很好看的动画片啦可是是一个关于种族歧视身份认同警黑合作的故事吗主角是怎么就逆天改命了呢没看见多少个人努力完全是胎里带来的牛逼加意志的胜利这是最大的弱点几次误会太牵强全靠围观群众不明真相是其次申公豹的存在比较机械降神相比而言元始天尊甩掉了许多锅对正邪不两立天庭不偏安的解构究竟是不是主题的一部分搞得很暧昧敖丙小哥哥的故事告诉我们小朋友不能养得太听话你那么想做好孩子那很简单哇把大坏蛋申公豹杀了就好了四川口音是灵魂
看不见我,4,2019-08-01 08:44:48,有很多似曾相识的笑点令人在电影院瞬间捧腹但不能再看第二遍太乙真人的云普喜感足这个角色是贯穿全场的亮点对于娘娘腔大汉的梗比较反感出现次数过多人物造型提气但还是有种中日文化交流的感觉尤其是哪吒一摘乾坤圈变身我还以为超级赛亚人来了剧情走向没有太大波折但善与恶的探索令人耳目一新这是西方动画永远缺少的反思最后俩人都变成了手办
MoArEly,2,2019-07-25 14:56:09,一般吧你们吹过了
Flipped244,3,2019-07-27 08:53:27,制作还行配乐优秀但核心剧情总觉得像是一拳打在棉花上逻辑禁不起细推主旨和具体内容不贴群像稍差立意没有立起来看完感觉有点莫名的不舒服ps我觉得大藕霸动态没有小藕霸亮眼pps殷十娘真好啊555亲情线太好哭了ppps藕霸和敖丙的初遇蛮搞笑的不瞒你说我们藕霸其实是这部影片的搞笑担当www
